input,target
"Qual'è il risultato numerico della seguente espressione? ((-7 - 2 - 0 + 2) * (-4 * -5 + -8 + 9)) =",-147
"Qual'è il risultato numerico della seguente espressione? ((-1 + 7 * 7 * -9) * (4 + 3 + -8 * 4)) =",11050
"Qual'è il risultato numerico della seguente espressione? ((7 * 8 + 1 + 3) - (3 + -1 - -9 + -6)) =",55
"Qual'è il risultato numerico della seguente espressione? ((3 + -9 + 8 + -4) * (-4 + -6 - 4 - -8)) =",12
"Qual'è il risultato numerico della seguente espressione? ((1 * 5 * -8 - -2) * (-2 * 6 - -5 * 3)) =",-114
"Qual'è il risultato numerico della seguente espressione? ((-8 - -1 * -8 * -2) * (-6 + 8 + -5 * -8)) =",336
"Qual'è il risultato numerico della seguente espressione? ((4 - -6 + -9 + -7) - (9 + -3 - -7 * -8)) =",44
"Qual'è il risultato numerico della seguente espressione? ((0 * -7 - 6 * 3) * (-9 + -5 - 2 * -1)) =",216
"Qual'è il risultato numerico della seguente espressione? ((-8 * 1 * -1 + -5) + (-2 - -3 + 1 * -7)) =",-3
"Qual'è il risultato numerico della seguente espressione? ((8 - -9 * 4 * 9) * (-4 * -3 * 7 * 9)) =",250992
"Qual'è il risultato numerico della seguente espressione? ((1 * -9 - 4 + -9) + (-1 + -6 + 9 - 5)) =",-25
"Qual'è il risultato numerico della seguente espressione? ((-1 + 2 - 9 + 0) * (0 - -2 + -6 - 2)) =",48
"Qual'è il risultato numerico della seguente espressione? ((7 * -5 * -9 + 7) - (2 + -8 * 6 * 3)) =",464
"Qual'è il risultato numerico della seguente espressione? ((-5 + -8 - -6 * 7) + (9 * -7 - -5 - -4)) =",-25
"Qual'è il risultato numerico della seguente espressione? ((-6 * 9 - -5 + 8) * (-8 * -6 - -1 * 0)) =",-1968
"Qual'è il risultato numerico della seguente espressione? ((5 - -2 * 7 + -2) - (0 * 9 * -6 - -7)) =",10
